tipoDocumento,concesionaria,autopista,fechaHora,categoriaVehiculo,importe,ivaIncluido,formaPago,referencia,idEmpresa,empresaNombre,idUsuario,provincia,tramo,entrada,salida
Peaje,Estatal,AP-68,2025-05-13 01:45:58,B,"4,35 €",IVA incluido,Tarjeta crédito,PASO-0BAD60F4,EMP001,Transporte_01 S.L.,EMP001-U9,ZARAGOZA,Zambrana – Cenicero,Zambrana,Cenicero
Peaje,Estatal,AP-7,2025-04-26 16:00:03,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-AD3205D2,EMP001,Transporte_01 S.L.,EMP001-U9,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 790 Los Alcazares (Centro)-Torre Pacheco,754 Carretera San Miguel Benijofar,790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-7,2025-02-04 18:34:41,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-9F25C40E,EMP002,Transporte_02 S.L.,EMP002-U10,VALENCIA / VALÈNCIA,740 Almoradí-Formentera – 770 El Pilar de la Horadada (Norte),740 Almoradí-Formentera,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-61,2025-05-21 03:07:23,B,"2,15 €",IVA incluido,Efectivo,PASO-DEFCAA4E,EMP002,Transporte_02 S.L.,EMP002-U10,MADRID,Otero de Herreros – Hontoria,Otero de Herreros,Hontoria
Peaje,Estatal,AP-7,2025-03-16 04:37:14,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-FA75A78A,EMP002,Transporte_02 S.L.,EMP002-U10,GIRONA,784 San Javier (Sur)-Acceso aeropuerto – 800 Los Beatos-El Algar,784 San Javier (Sur)-Acceso aeropuerto,800 Los Beatos-El Algar
Peaje,Estatal,AP-53,2025-07-02 08:28:13,B,"5,15 €",IVA incluido,Efectivo,PASO-41D93E4C,EMP002,Transporte_02 S.L.,EMP002-U10,PONTEVEDRA,Ribadulla – Lalín Centro,Ribadulla,Lalín Centro
Peaje,Estatal,AP-7,2025-01-12 13:19:50,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-8A5C5F03,EMP002,Transporte_02 S.L.,EMP002-U10,GIRONA,751 Los Montesinos – 777 El Mirador-Colonia Ruiz de Alda,751 Los Montesinos,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-9,2025-01-07 13:19:39,B,"2,15 €",IVA incluido,Efectivo,PASO-35F417DE,EMP002,Transporte_02 S.L.,EMP002-U10,PONTEVEDRA,Sigüeiro – Santiago,Sigüeiro,Santiago
Peaje,Estatal,AP-61,2025-02-22 19:01:19,B,"1,55 €",IVA incluido,Tarjeta crédito,PASO-6255AF02,EMP002,Transporte_02 S.L.,EMP002-U10,SEGOVIA,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-7,2025-05-25 11:55:59,B,"2,15 €",IVA incluido,Tarjeta crédito,PASO-AFCC1B52,EMP002,Transporte_02 S.L.,EMP002-U10,ALICANTE,San Pedro de Alcantara – Estepona,San Pedro de Alcantara,Estepona
Peaje,Estatal,AP-7,2025-02-14 02:59:03,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-0CB48B66,EMP002,Transporte_02 S.L.,EMP002-U10,MÁLAGA,743 Algorfa-Benijofar – 774 San Pedro del Pinatar (Norte),743 Algorfa-Benijofar,774 San Pedro del Pinatar (Norte)
Peaje,Estatal,AP-7,2025-07-10 21:26:43,B,"7,65 €",IVA incluido,Tarjeta crédito,PASO-96D3F38D,EMP002,Transporte_02 S.L.,EMP002-U10,BARCELONA,Málaga – San Pedro de Alcantara,Málaga,San Pedro de Alcantara
Peaje,Estatal,AP-7,2025-06-02 18:55:15,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-A8EE2E5A,EMP002,Transporte_02 S.L.,EMP002-U10,GIRONA,784 San Javier (Sur)-Acceso aeropuerto – 786 Los Alcazares (Norte),784 San Javier (Sur)-Acceso aeropuerto,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-02-15 13:02:07,B,"9,20 €",IVA incluido,Tarjeta crédito,PASO-98318088,EMP002,Transporte_02 S.L.,EMP002-U10,CASTELLÓN / CASTELLÓ,Málaga – Estepona,Málaga,Estepona
Peaje,Estatal,AP-7,2025-05-27 10:49:35,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-0569AC3F,EMP002,Transporte_02 S.L.,EMP002-U10,CÁDIZ,774 San Pedro del Pinatar (Norte) – 794 Los Alcazares (Sur),774 San Pedro del Pinatar (Norte),794 Los Alcazares (Sur)
Peaje,Estatal,AP-7,2025-07-25 16:56:14,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-DACF8314,EMP002,Transporte_02 S.L.,EMP002-U10,CÁDIZ,774 San Pedro del Pinatar (Norte) – 794 Los Alcazares (Sur),774 San Pedro del Pinatar (Norte),794 Los Alcazares (Sur)
Peaje,Estatal,AP-7,2025-02-06 09:50:53,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-D651A6BC,EMP002,Transporte_02 S.L.,EMP002-U10,VALENCIA / VALÈNCIA,763 La Zenia Urbanizaciones – 797 Torre del Negro,763 La Zenia Urbanizaciones,797 Torre del Negro
Peaje,Estatal,AP-7,2025-02-12 07:17:28,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-997FDCFC,EMP002,Transporte_02 S.L.,EMP002-U10,BARCELONA,758 San Miguel de Salinas-Torrevieja – 763 La Zenia Urbanizaciones,758 San Miguel de Salinas-Torrevieja,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-07-09 11:29:15,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-BE25FD43,EMP002,Transporte_02 S.L.,EMP002-U10,CÁDIZ,784 San Javier (Sur)-Acceso aeropuerto – 794 Los Alcazares (Sur),784 San Javier (Sur)-Acceso aeropuerto,794 Los Alcazares (Sur)
Peaje,Estatal,AP-7,2025-06-01 13:16:20,B,"2,75 €",IVA incluido,Efectivo,PASO-19120C54,EMP002,Transporte_02 S.L.,EMP002-U10,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 768 Campoamor-Urbanizaciones,754 Carretera San Miguel Benijofar,768 Campoamor-Urbanizaciones
Peaje,Estatal,AP-61,2025-01-11 23:36:27,B,"2,15 €",IVA incluido,Tarjeta crédito,PASO-318DE6EA,EMP002,Transporte_02 S.L.,EMP002-U10,MADRID,Otero de Herreros – Segovia,Otero de Herreros,Segovia
Peaje,Estatal,AP-7,2025-07-16 02:10:56,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-08FE8490,EMP002,Transporte_02 S.L.,EMP002-U11,TARRAGONA,758 San Miguel de Salinas-Torrevieja – 782 Balsicas,758 San Miguel de Salinas-Torrevieja,782 Balsicas
Peaje,Estatal,AP-7,2025-02-01 23:55:00,B,"2,75 €",IVA incluido,Efectivo,PASO-3148D262,EMP002,Transporte_02 S.L.,EMP002-U11,BARCELONA,763 La Zenia Urbanizaciones – 777 El Mirador-Colonia Ruiz de Alda,763 La Zenia Urbanizaciones,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-66,2025-03-29 05:47:24,B,"4,15 €",IVA incluido,Tarjeta crédito,PASO-ECB2C3D9,EMP002,Transporte_02 S.L.,EMP002-U11,ASTURIAS,Oblanca – La Magdalena,Oblanca,La Magdalena
Peaje,Estatal,AP-7,2025-06-12 00:06:58,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-82256EF7,EMP002,Transporte_02 S.L.,EMP002-U11,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 782 Balsicas,754 Carretera San Miguel Benijofar,782 Balsicas
Peaje,Estatal,AP-68,2025-02-21 22:04:48,B,"12,95 €",IVA incluido,Efectivo,PASO-4A8E9347,EMP002,Transporte_02 S.L.,EMP002-U11,ZARAGOZA,Recajo – Gallur,Recajo,Gallur
Peaje,Estatal,AP-7,2025-07-18 19:17:10,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-E56BD02C,EMP002,Transporte_02 S.L.,EMP002-U11,CÁDIZ,Málaga – Marbella,Málaga,Marbella
Peaje,Estatal,AP-7,2025-07-01 01:50:24,B,"3,70 €",IVA incluido,Efectivo,PASO-5AC9998C,EMP002,Transporte_02 S.L.,EMP002-U11,GIRONA,Troncal de San Pedro de Alcantara – ,Troncal de San Pedro de Alcantara,
Peaje,Estatal,AP-7,2025-07-01 08:23:30,B,"1,15 €",IVA incluido,Tarjeta crédito,PASO-4CC59405,EMP002,Transporte_02 S.L.,EMP002-U11,BARCELONA,Estepona – Manilva,Estepona,Manilva
Peaje,Estatal,AP-7,2025-05-08 14:12:45,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-DF18E402,EMP002,Transporte_02 S.L.,EMP002-U11,BARCELONA,754 Carretera San Miguel Benijofar – 777 El Mirador-Colonia Ruiz de Alda,754 Carretera San Miguel Benijofar,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-03-16 11:58:02,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-DD36DF3E,EMP002,Transporte_02 S.L.,EMP002-U11,ALICANTE,Troncal de Calahonda – ,Troncal de Calahonda,
Peaje,Estatal,AP-66,2025-03-08 23:55:00,B,"15,60 €",IVA incluido,Tarjeta crédito,PASO-A98EBC08,EMP002,Transporte_02 S.L.,EMP002-U11,ASTURIAS,Campomanes – León,Campomanes,León
Peaje,Estatal,AP-7,2025-01-19 16:50:33,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-D40A9596,EMP002,Transporte_02 S.L.,EMP002-U11,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 777 El Mirador-Colonia Ruiz de Alda,754 Carretera San Miguel Benijofar,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-06-10 09:57:32,B,"2,75 €",IVA incluido,Efectivo,PASO-43FE1B82,EMP002,Transporte_02 S.L.,EMP002-U11,MÁLAGA,763 La Zenia Urbanizaciones – 800 Los Beatos-El Algar,763 La Zenia Urbanizaciones,800 Los Beatos-El Algar
Peaje,Estatal,AP-66,2025-05-17 05:47:22,B,"6,10 €",IVA incluido,Tarjeta crédito,PASO-F29A93BF,EMP002,Transporte_02 S.L.,EMP002-U11,ASTURIAS,La Magdalena – León,La Magdalena,León
Peaje,Estatal,AP-68,2025-01-29 15:35:22,B,"7,75 €",IVA incluido,Tarjeta crédito,PASO-044F1F46,EMP002,Transporte_02 S.L.,EMP002-U11,BIZKAIA,Recajo – Autop. Navarra,Recajo,Autop. Navarra
Peaje,Estatal,AP-9,2025-01-25 12:41:04,B,"0,90 €",IVA incluido,Tarjeta crédito,PASO-CD790B7B,EMP002,Transporte_02 S.L.,EMP002-U11,PONTEVEDRA,Carracedo – Caldas de Reis,Carracedo,Caldas de Reis
Peaje,Estatal,AP-7,2025-07-23 16:33:05,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-0048374A,EMP002,Transporte_02 S.L.,EMP002-U11,GIRONA,758 San Miguel de Salinas-Torrevieja – 780 San Javier (Norte)-Sucina,758 San Miguel de Salinas-Torrevieja,780 San Javier (Norte)-Sucina
Peaje,Estatal,AP-7,2025-07-11 14:55:56,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-5F7A4B50,EMP002,Transporte_02 S.L.,EMP002-U11,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 794 Los Alcazares (Sur),754 Carretera San Miguel Benijofar,794 Los Alcazares (Sur)
Peaje,Estatal,AP-7,2025-03-03 15:46:48,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-19811034,EMP002,Transporte_02 S.L.,EMP002-U11,BARCELONA,770 El Pilar de la Horadada (Norte) – 790 Los Alcazares (Centro)-Torre Pacheco,770 El Pilar de la Horadada (Norte),790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-7,2025-01-25 07:51:49,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-00791988,EMP002,Transporte_02 S.L.,EMP002-U11,CASTELLÓN / CASTELLÓ,754 Carretera San Miguel Benijofar – 794 Los Alcazares (Sur),754 Carretera San Miguel Benijofar,794 Los Alcazares (Sur)
Peaje,Estatal,AP-7,2025-01-20 12:07:55,B,"2,75 €",IVA incluido,Efectivo,PASO-3660DF2E,EMP002,Transporte_02 S.L.,EMP002-U12,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-7,2025-01-08 06:46:12,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-B0B53DF8,EMP002,Transporte_02 S.L.,EMP002-U12,ALICANTE,743 Algorfa-Benijofar – 774 San Pedro del Pinatar (Norte),743 Algorfa-Benijofar,774 San Pedro del Pinatar (Norte)
Peaje,Estatal,AP-6,2025-06-14 08:03:57,B,"15,15 €",IVA incluido,Efectivo,PASO-7279D9E0,EMP002,Transporte_02 S.L.,EMP002-U12,ÁVILA,Villalba – Adanero,Villalba,Adanero
Peaje,Estatal,AP-7,2025-01-13 15:04:40,B,"2,75 €",IVA incluido,Efectivo,PASO-8A057A4A,EMP002,Transporte_02 S.L.,EMP002-U12,GIRONA,Troncal de La Zenia – ,Troncal de La Zenia,
Peaje,Estatal,AP-7,2025-07-27 01:47:34,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-5235235F,EMP002,Transporte_02 S.L.,EMP002-U12,BARCELONA,763 La Zenia Urbanizaciones – 774 San Pedro del Pinatar (Norte),763 La Zenia Urbanizaciones,774 San Pedro del Pinatar (Norte)
Peaje,Estatal,AP-66,2025-07-08 09:00:38,B,"9,95 €",IVA incluido,Tarjeta crédito,PASO-EED59620,EMP002,Transporte_02 S.L.,EMP002-U12,ASTURIAS,Oblanca – León,Oblanca,León
Peaje,Estatal,AP-61,2025-02-20 03:08:38,B,"0,70 €",IVA incluido,Tarjeta crédito,PASO-2086EF1C,EMP002,Transporte_02 S.L.,EMP002-U12,MADRID,Otero de Herreros – Ortigosa,Otero de Herreros,Ortigosa
Peaje,Estatal,AP-7,2025-06-11 08:36:08,B,"2,75 €",IVA incluido,Efectivo,PASO-2832F721,EMP002,Transporte_02 S.L.,EMP002-U12,CÁDIZ,763 La Zenia Urbanizaciones – 774 San Pedro del Pinatar (Norte),763 La Zenia Urbanizaciones,774 San Pedro del Pinatar (Norte)
Peaje,Estatal,AP-7,2025-05-14 15:56:24,B,"2,75 €",IVA incluido,Efectivo,PASO-4FF75F4E,EMP002,Transporte_02 S.L.,EMP002-U12,MÁLAGA,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-7,2025-01-09 05:21:18,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-41581853,EMP002,Transporte_02 S.L.,EMP002-U12,CÁDIZ,Troncal de Los Montesinos – ,Troncal de Los Montesinos,
Peaje,Estatal,AP-7,2025-02-17 03:11:05,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-8E784956,EMP002,Transporte_02 S.L.,EMP002-U12,VALENCIA / VALÈNCIA,745 CV90-Torrevieja – 775 Los Tárragas,745 CV90-Torrevieja,775 Los Tárragas
Peaje,Estatal,AP-6,2025-07-24 20:28:33,B,"3,10 €",IVA incluido,Tarjeta crédito,PASO-2DD285A0,EMP002,Transporte_02 S.L.,EMP002-U12,MADRID,San Rafael – Villacastín,San Rafael,Villacastín
Peaje,Estatal,AP-7,2025-07-01 14:08:35,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-81573B6B,EMP002,Transporte_02 S.L.,EMP002-U12,BARCELONA,754 Carretera San Miguel Benijofar – 786 Los Alcazares (Norte),754 Carretera San Miguel Benijofar,786 Los Alcazares (Norte)
Peaje,Estatal,AP-66,2025-06-24 03:56:27,B,"9,80 €",IVA incluido,Efectivo,PASO-44506905,EMP002,Transporte_02 S.L.,EMP002-U12,LEÓN,Campomanes – La Magdalena,Campomanes,La Magdalena
Peaje,Estatal,AP-7,2025-03-27 00:05:00,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-377CE533,EMP002,Transporte_02 S.L.,EMP002-U12,VALENCIA / VALÈNCIA,730 Catral – 758 San Miguel de Salinas-Torrevieja,730 Catral,758 San Miguel de Salinas-Torrevieja
Peaje,Estatal,AP-61,2025-07-06 12:07:03,B,"1,40 €",IVA incluido,Tarjeta crédito,PASO-8AFBFCD8,EMP002,Transporte_02 S.L.,EMP002-U12,MADRID,Conexión AP-6 (El Espinar) – Ortigosa,Conexión AP-6 (El Espinar),Ortigosa
Peaje,Estatal,AP-7,2025-01-14 09:56:45,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-E2147E4D,EMP002,Transporte_02 S.L.,EMP002-U12,BARCELONA,745 CV90-Torrevieja – 775 Los Tárragas,745 CV90-Torrevieja,775 Los Tárragas
Peaje,Estatal,AP-7,2025-07-31 08:14:16,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-555AC703,EMP002,Transporte_02 S.L.,EMP002-U12,BARCELONA,758 San Miguel de Salinas-Torrevieja – 777 El Mirador-Colonia Ruiz de Alda,758 San Miguel de Salinas-Torrevieja,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-07-09 14:30:04,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-8F870E81,EMP002,Transporte_02 S.L.,EMP002-U12,BARCELONA,754 Carretera San Miguel Benijofar – 790 Los Alcazares (Centro)-Torre Pacheco,754 Carretera San Miguel Benijofar,790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-7,2025-02-19 14:10:32,B,"2,75 €",IVA incluido,Efectivo,PASO-FA72FF78,EMP002,Transporte_02 S.L.,EMP002-U12,MÁLAGA,758 San Miguel de Salinas-Torrevieja – 768 Campoamor-Urbanizaciones,758 San Miguel de Salinas-Torrevieja,768 Campoamor-Urbanizaciones
Peaje,Estatal,AP-7,2025-01-25 09:38:07,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-3F0166E8,EMP002,Transporte_02 S.L.,EMP002-U12,VALENCIA / VALÈNCIA,763 La Zenia Urbanizaciones – 800 Los Beatos-El Algar,763 La Zenia Urbanizaciones,800 Los Beatos-El Algar
Peaje,Estatal,AP-7,2025-03-04 23:55:00,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-737AE3F2,EMP002,Transporte_02 S.L.,EMP002-U12,VALENCIA / VALÈNCIA,758 San Miguel de Salinas-Torrevieja – 770 El Pilar de la Horadada (Norte),758 San Miguel de Salinas-Torrevieja,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-7,2025-06-05 15:12:16,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-25AE2717,EMP002,Transporte_02 S.L.,EMP002-U12,BARCELONA,754 Carretera San Miguel Benijofar – 782 Balsicas,754 Carretera San Miguel Benijofar,782 Balsicas
Peaje,Estatal,AP-61,2025-02-18 01:50:30,B,"2,85 €",IVA incluido,Tarjeta crédito,PASO-727EC0CC,EMP002,Transporte_02 S.L.,EMP002-U13,MADRID,Conexión AP-6 (El Espinar) – Hontoria,Conexión AP-6 (El Espinar),Hontoria
Peaje,Estatal,AP-71,2025-01-10 04:13:49,B,"1,60 €",IVA incluido,Efectivo,PASO-5DC0380D,EMP002,Transporte_02 S.L.,EMP002-U13,LEÓN,Hospital de Órbigo – Astorga,Hospital de Órbigo,Astorga
Peaje,Estatal,AP-7,2025-07-24 15:48:15,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-E67D756C,EMP002,Transporte_02 S.L.,EMP002-U13,GIRONA,763 La Zenia Urbanizaciones – 768 Campoamor-Urbanizaciones,763 La Zenia Urbanizaciones,768 Campoamor-Urbanizaciones
Peaje,Estatal,AP-7,2025-06-03 18:22:55,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-3DE1998D,EMP002,Transporte_02 S.L.,EMP002-U13,BARCELONA,763 La Zenia Urbanizaciones – 768 Campoamor-Urbanizaciones,763 La Zenia Urbanizaciones,768 Campoamor-Urbanizaciones
Peaje,Estatal,AP-7,2025-03-31 18:25:01,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-FF23CF11,EMP002,Transporte_02 S.L.,EMP002-U13,ALICANTE,758 San Miguel de Salinas-Torrevieja – 763 La Zenia Urbanizaciones,758 San Miguel de Salinas-Torrevieja,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-01-14 12:53:34,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-E2789D0B,EMP002,Transporte_02 S.L.,EMP002-U13,ALICANTE,754 Carretera San Miguel Benijofar – 794 Los Alcazares (Sur),754 Carretera San Miguel Benijofar,794 Los Alcazares (Sur)
Peaje,Estatal,AP-7,2025-04-25 23:31:04,B,"5,55 €",IVA incluido,Tarjeta crédito,PASO-D75488D6,EMP002,Transporte_02 S.L.,EMP002-U13,BARCELONA,Calahonda – San Pedro de Alcantara,Calahonda,San Pedro de Alcantara
Peaje,Estatal,AP-9,2025-02-10 20:30:13,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-8A992F85,EMP002,Transporte_02 S.L.,EMP002-U13,PONTEVEDRA,Caldas de Reis – Pontevedra,Caldas de Reis,Pontevedra
Peaje,Estatal,AP-7,2025-07-04 06:26:19,B,"3,70 €",IVA incluido,Efectivo,PASO-1763A4B0,EMP002,Transporte_02 S.L.,EMP002-U13,VALENCIA / VALÈNCIA,Marbella – Estepona,Marbella,Estepona
Peaje,Estatal,AP-66,2025-01-26 22:00:24,B,"4,15 €",IVA incluido,Tarjeta crédito,PASO-C912FFAA,EMP002,Transporte_02 S.L.,EMP002-U13,ASTURIAS,Oblanca – La Magdalena,Oblanca,La Magdalena
Peaje,Estatal,AP-7,2025-01-13 16:09:22,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-DA8BC42C,EMP002,Transporte_02 S.L.,EMP002-U13,BARCELONA,754 Carretera San Miguel Benijofar – 775 Los Tárragas,754 Carretera San Miguel Benijofar,775 Los Tárragas
Peaje,Estatal,AP-7,2025-04-04 02:48:54,B,"5,50 €",IVA incluido,Efectivo,PASO-216BABC9,EMP002,Transporte_02 S.L.,EMP002-U13,VALENCIA / VALÈNCIA,758 San Miguel de Salinas-Torrevieja – 782 Balsicas,758 San Miguel de Salinas-Torrevieja,782 Balsicas
Peaje,Estatal,AP-7,2025-06-04 23:55:00,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-F26E8D5D,EMP002,Transporte_02 S.L.,EMP002-U13,ALICANTE,758 San Miguel de Salinas-Torrevieja – 782 Balsicas,758 San Miguel de Salinas-Torrevieja,782 Balsicas
Peaje,Estatal,AP-7,2025-03-03 14:25:44,B,"2,75 €",IVA incluido,Efectivo,PASO-9080614D,EMP002,Transporte_02 S.L.,EMP002-U13,GIRONA,763 La Zenia Urbanizaciones – 797 Torre del Negro,763 La Zenia Urbanizaciones,797 Torre del Negro
Peaje,Estatal,AP-7,2025-04-16 05:55:30,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-9DF54D75,EMP002,Transporte_02 S.L.,EMP002-U13,MÁLAGA,754 Carretera San Miguel Benijofar – 786 Los Alcazares (Norte),754 Carretera San Miguel Benijofar,786 Los Alcazares (Norte)
Peaje,Estatal,AP-68,2025-02-01 17:16:55,B,"25,85 €",IVA incluido,Tarjeta crédito,PASO-68C32A6E,EMP002,Transporte_02 S.L.,EMP002-U13,BIZKAIA,Zambrana – Zaragoza,Zambrana,Zaragoza
Peaje,Estatal,AP-7,2025-06-12 20:27:10,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-7B947809,EMP002,Transporte_02 S.L.,EMP002-U13,TARRAGONA,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-7,2025-04-06 21:11:41,B,"2,75 €",IVA incluido,Efectivo,PASO-20224B2B,EMP002,Transporte_02 S.L.,EMP002-U13,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 780 San Javier (Norte)-Sucina,754 Carretera San Miguel Benijofar,780 San Javier (Norte)-Sucina
Peaje,Estatal,AP-7,2025-05-31 05:22:53,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-AE61F44B,EMP002,Transporte_02 S.L.,EMP002-U13,BARCELONA,754 Carretera San Miguel Benijofar – 800 Los Beatos-El Algar,754 Carretera San Miguel Benijofar,800 Los Beatos-El Algar
Peaje,Estatal,AP-7,2025-05-27 05:02:07,B,"3,70 €",IVA incluido,Tarjeta crédito,PASO-49384F6E,EMP002,Transporte_02 S.L.,EMP002-U13,VALENCIA / VALÈNCIA,Troncal de San Pedro de Alcantara – ,Troncal de San Pedro de Alcantara,
Peaje,Estatal,AP-7,2025-06-19 05:53:47,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-2DA4DAF3,EMP002,Transporte_02 S.L.,EMP002-U13,CASTELLÓN / CASTELLÓ,737 Almoradí-Dolores – 768 Campoamor-Urbanizaciones,737 Almoradí-Dolores,768 Campoamor-Urbanizaciones
Peaje,Estatal,AP-7,2025-05-20 13:58:47,B,"2,40 €",IVA incluido,Tarjeta crédito,PASO-ECFB3C17,EMP002,Transporte_02 S.L.,EMP002-U13,VALENCIA / VALÈNCIA,Troncal de Manilva – ,Troncal de Manilva,
Peaje,Estatal,AP-7,2025-03-19 07:58:33,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-DADCFF65,EMP002,Transporte_02 S.L.,EMP002-U13,MÁLAGA,763 La Zenia Urbanizaciones – 794 Los Alcazares (Sur),763 La Zenia Urbanizaciones,794 Los Alcazares (Sur)
Peaje,Estatal,AP-7,2025-06-24 22:12:33,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-49FE4661,EMP002,Transporte_02 S.L.,EMP002-U13,BARCELONA,763 La Zenia Urbanizaciones – 790 Los Alcazares (Centro)-Torre Pacheco,763 La Zenia Urbanizaciones,790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-7,2025-02-02 00:12:36,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-F34B451A,EMP002,Transporte_02 S.L.,EMP002-U13,BARCELONA,758 San Miguel de Salinas-Torrevieja – 782 Balsicas,758 San Miguel de Salinas-Torrevieja,782 Balsicas
Peaje,Estatal,AP-7,2025-01-26 16:05:09,B,"5,50 €",IVA incluido,Tarjeta crédito,PASO-3E7A6683,EMP002,Transporte_02 S.L.,EMP002-U13,BARCELONA,740 Almoradí-Formentera – 770 El Pilar de la Horadada (Norte),740 Almoradí-Formentera,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-7,2025-01-24 23:44:16,B,"2,75 €",IVA incluido,Tarjeta crédito,PASO-F4C2B806,EMP002,Transporte_02 S.L.,EMP002-U13,CÁDIZ,754 Carretera San Miguel Benijofar – 777 El Mirador-Colonia Ruiz de Alda,754 Carretera San Miguel Benijofar,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-68,2025-05-13 11:57:34,B,"14,95 €",IVA incluido,Tarjeta crédito,PASO-8707D4A2,EMP002,Transporte_02 S.L.,EMP002-U13,BIZKAIA,Zambrana – Autop. Navarra,Zambrana,Autop. Navarra
Peaje,Estatal,AP-66,2025-04-12 19:15:37,B,"9,80 €",IVA incluido,Tarjeta crédito,PASO-DF314318,EMP002,Transporte_02 S.L.,EMP002-U14,LEÓN,Campomanes – La Magdalena,Campomanes,La Magdalena
